Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
HGV,Hilton Grand Vacations Inc.,Hilton Grand Vacations,Travel & Leisure,"Hilton Grand Vacations Inc. is a timeshare company that markets and sells vacation ownership intervals (VOI), manages resorts in leisure and urban destinations, and operates a points-based vacation club.",,Mark D. Wang,New York Stock Exchange,2956758576.0,Consumer Cyclical,Consumer Cyclical,Resorts & Casinos,Travel & Leisure,F
HHC,The Howard Hughes Corporation,The Howard Hughes,Real Estate Services,The Howard Hughes Corp is a real estate company. It is in the development of master planned communities and other strategic real estate development opportunities across the United States.,,David Weinreb,New York Stock Exchange,4760001720.0,Real Estate,Real Estate,Real Estate - General,Real Estate Services,F
HHGC,HHG Capital Corporation Ordinary Shares,,,,,,,,,,,,F
HHGCR,HHG Capital Corporation Rights,,,,,,,,,,,,F
HHGCU,HHG Capital Corporation Units,,,,,,,,,,,,F
HHLA,HH&L Acquisition Co.,,,,,,,,,,,,F
HHLA.U,"HH&L Acquisition Co. Units, each consisting of one Class A ordinary share and one-half of one redeem",,,,,,,,,,,,F
HHR,HeadHunter Group PLC American Depositary Shares,,,,,,,,,,,,F
HHS,Harte-Hanks Inc.,Harte-Hanks,Advertising & Marketing Services,"Harte-Hanks Inc is a multi-channel marketing company. The marketing services offered include agency and digital services, database marketing solutions and business-to-business lead generation, direct mail and contact centers.",,Timothy E. Breen,New York Stock Exchange,18887149.0,Consumer Cyclical,Consumer Cyclical,Marketing Services,Advertising & Marketing Services,F
HI,Hillenbrand Inc,Hillenbrand,Industrial Products,"Hillenbrand Inc is a diversified industrial company that makes and sells premium business-to-business products and services. Its segments include, the Process Equipment Group and Batesville.",,Joe A. Raver,New York Stock Exchange,2693150130.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
HIBB,Hibbett Sports Inc.,Hibbett Sports,Retail - Apparel & Specialty,"Hibbett Sports Inc is a United States-based operator of sporting goods retail stores in small to mid-sized markets mainly in the Southeast, Southwest, Mid-Atlantic and the Midwest.",,Jeffry O. Rosenthal,Nasdaq Global Select,302993850.0,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,F
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,,,,,,,,,,,,F
HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,,,,,,,,,,,,F
HIE,Miller/Howard High Income Equity Fund of Beneficial Interest,Miller/Howard High Income Equity Fund of Beneficial Interest,Asset Management,"Miller/Howard High Income Equity Fund is a closed-end, non-diversified management investment company. The fund's primary investment objective is to seek a high level of current income.",,,New York Stock Exchange,157857249.0,Financial Services,Financial Services,Asset Management,,F
HIFS,Hingham Institution for Savings,Hingham Institution for Savings,Banks,"Hingham Institution for Savings is a savings bank situated in Hingham, Massachusetts. It is involved in the business of residential and commercial real estate mortgage lending and also financial and banking services.",,Robert Gaughen,NASDAQ Global Market,408208350.0,Financial Services,Financial Services,Savings & Cooperative Banks,Banks,F
HIG,Hartford Financial Services Group Inc. (The),Hartford Financial Services (The),Insurance,Hartford Financial Services Group Inc provides insurance and financial services to individual and business customers in the United States.,,Christopher J. Swift,New York Stock Exchange,16917934064.0,Financial Services,Financial Services,Insurance - Diversified,Insurance,F
HIHO,Highway Holdings Limited,Highway Limited,Industrial Products,"Highway Holdings Ltd is a holding company. It manufactures and supplies various metal, plastic and electric parts, components and products to its original equipment manufacturing (OEM) clients.",,Roland W. Kohl,NASDAQ Capital Market,11104894.0,Industrials,Industrials,Metal Fabrication,Industrial Products,F
HII,Huntington Ingalls Industries Inc.,Huntington Ingalls Industries,Aerospace & Defense,"Huntington Ingalls Industries Inc is engaged in designing, building, overhauling & repairing ships for United States Navy and Coast Guard. The company also provides refueling and complex overhaul services for nuclear-powered aircraft carriers.",,C. Michael Petters,New York Stock Exchange,9077530528.0,Industrials,Industrials,Aerospace & Defense,,F
HILS,"Hillstream BioPharma, Inc. Common Stock",,,,,,,,,,,,F
HIMS,"Hims & Hers Health, Inc.",,,,,,,,,,,,F
HIMX,Himax Technologies Inc.,Himax,Semiconductors,"Himax Technologies Inc is a fabless semiconductor solution provider dedicated to display imaging processing technologies. It offers display driver ICs and timing controllers used in TVs, laptops, monitors, mobile phones, tablets, and digital cameras.",,Jordan Wu,Nasdaq Global Select,636783860.0,Technology,Technology,Semiconductors,,F
HIO,Western Asset High Income Opportunity Fund Inc.,Western Asset High Income Opportunity Fund,Asset Management,Western Asset High Income Oppor Fd Inc is a diversified closed-end management investment company. The company's primary objective is to seek high current income and capital appreciation is a secondary objective.,,Jane E. Trust,New York Stock Exchange,614688702.0,Financial Services,Financial Services,Asset Management,,F
HIPS,GraniteShares HIPS US High Income ETF,,,,,,,,,,,,F
HISF,First Trust Exchange-Traded Fund IV First Trust High Income Strategic Focus ETF,,,,,,,,,,,,F
HITI,High Tide Inc. Common Shares,,,,,,,,,,,,F
HIVE,Aerohive Networks Inc.,Aerohive Networks,Communication Equipment,"Aerohive Networks Inc designs and develops cloud networking and enterprise wi-fi solutions in Americas, Europe, the Middle East and Africa, and the Asia Pacific region.",,David K. Flynn,New York Stock Exchange,217777246.0,Technology,Technology,Communication Equipment,,F
HIW,Highwoods Properties Inc.,Highwoods Properties,REITs,"Highwoods Properties Inc is a real estate investment trust. The firm provides leasing, management, development, construction and other customer-related services for its properties and for third parties.",,Edward J. Fritsch,New York Stock Exchange,4659089457.0,Real Estate,Real Estate,REIT - Office,REITs,F
HIX,Western Asset High Income Fund II Inc.,Western Asset High Income Fund II,Asset Management,Western Asset High Income Fund II Inc is a diversified closed-end management investment company. Its objective is to maximize current income by investing at least 80% of its net assets and borrowings for investment purposes in high-yield debt securities.,,Jane E. Trust,New York Stock Exchange,555152833.0,Financial Services,Financial Services,Asset Management,,F
HJEN,Direxion Hydrogen ETF,,,,,,,,,,,,F
HKD,AMTD Digital Inc. American Depositary Shares (every five of which represent two Class A Ordinary Sha,,,,,,,,,,,,F
HKHHY,Heineken Holding NV Sponsored ADR (Netherlands),,,,,,,,,,,,F
HKND,Humankind US Stock ETF,,,,,,,,,,,,F
HKXCY,Hong Kong Exchanges & Clearing Ltd Unsponsored ADR (Hong Kong),,,,,,,,,,,,F
HL,Hecla Mining Company,Hecla Mining Company,Metals & Mining,"Hecla Mining Co produces lead, zinc and bulk concentrates, which it sells to custom smelters, and unrefined bullion bars containing gold and silver, which are further refined before sale to precious metals traders.",,Phillips S. Baker,New York Stock Exchange,1253320377.0,Basic Materials,Basic Materials,Gold,Metals & Mining,F
HLAL,Listed Funds Trust Wahed FTSE USA Shariah ETF,,,,,,,,,,,,F
HLBZ,"Helbiz, Inc. Class A Common stock",,,,,,,,,,,,F
HLF,Herbalife Nutrition Ltd.,Herbalife Nutrition,Consumer Packaged Goods,"Herbalife Nutrition Ltd is a nutrition company. The company has five revenue segments: Weight Management; Targeted Nutrition; Energy, Sports, and Fitness; Outer Nutrition; and Literature, Promotional, and Other.",,Michael O. Johnson,New York Stock Exchange,8981907760.0,Consumer Defensive,Consumer Defensive,Household & Personal Products,Consumer Packaged Goods,F
HLGE,Hartford Longevity Economy ETF,,,,,,,,,,,,F
HLGN,"Heliogen, Inc.",,,,,,,,,,,,F
HLI,Houlihan Lokey Inc. Class A,Houlihan Lokey,Brokers & Exchanges,"Houlihan Lokey Inc is an investment bank with expertise in mergers and acquisitions, capital markets and strategic consulting. It operates in three segments namely, Corporate Finance, Financial Restructuring and Financial Advisory Services.",,Scott L. Beiser,New York Stock Exchange,2925044491.0,Financial Services,Financial Services,Capital Markets,Brokers & Exchanges,F
HLIO,"Helios Technologies, Inc.",,,,,,,,,,,,F
HLIT,Harmonic Inc.,Harmonic,Communication Equipment,"Harmonic Inc designs, manufactures and sells video infrastructure products and system solutions. It enables service providers to efficiently deliver the next generation of broadcast and on-demand services.",,Patrick J. Harshman,Nasdaq Global Select,468167758.0,Technology,Technology,Communication Equipment,,F
HLLY,Holley Inc.,,,,,,,,,,,,F
HLMN,Hillman Solutions Corp. Common Stock,,,,,,,,,,,,F
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),,,,,,,,,,,,F
HLNE,Hamilton Lane Incorporated,Hamilton Lane Incorporated,Asset Management,"Hamilton Lane Inc is a holding company. The Company through its holdings is a registered investment adviser providing asset management and advisory services, primarily to institutional investors, to design, build and manage private markets portfolios.",,Mario L. Giannini,Nasdaq Global Select,1887574183.0,Financial Services,Financial Services,Capital Markets,Brokers & Exchanges,F
HLPPY,Hang Lung Properties Ltd American Depositary Shares,,,,,,,,,,,,F
HLT,Hilton Worldwide Holdings Inc.,Hilton Worldwide,Travel & Leisure,"Hilton Worldwide Holdings Inc operates hotels and resorts. The company manages a total or approximately 750,000 rooms across over 10 brands. Some of its brands include Hampton, Hilton, Home2, Curio, Canopy, and Tru.",,Christopher J. Nassetta,New York Stock Exchange,22162675726.0,Consumer Cyclical,Consumer Cyclical,Lodging,Travel & Leisure,F
HLTH,Nobilis Health Corp.,Nobilis Health,Health Care Providers,"Nobilis Health Corp is a full-service healthcare development and management company, with 24 locations across Texas and Arizona, including 4 hospitals, 10 ASCs and 10 clinics. It also partners with another 35 facilities.",,James G. Springfield,NYSE American,33232974.0,Healthcare,Healthcare,Medical Care,Health Care Providers,F
HLVX,"HilleVax, Inc. Common Stock",,,,,,,,,,,,F
HLX,Helix Energy Solutions Group Inc.,Helix Energy Solutions,Oil & Gas - Services,"Helix Energy Solutions Group Inc is an offshore energy services company that provides specialty services to the offshore energy industry, with emphasis on well intervention and robotics operations.",,Owen E. Kratz,New York Stock Exchange,1037068704.0,Energy,Energy,Oil & Gas Equipment & Services,Oil & Gas - Services,F
HMA,Heartland Media Acquisition Corp.,,,,,,,,,,,,F
HMA.U,"Heartland Media Acquisition Corp. Units, each consisting of one share of Class A common stock and on",,,,,,,,,,,,F
HMAC,Hainan Manaslu Acquisition Corp. Ordinary shares,,,,,,,,,,,,F
HMACR,Hainan Manaslu Acquisition Corp. Right,,,,,,,,,,,,F
HMACU,Hainan Manaslu Acquisition Corp. Unit,,,,,,,,,,,,F
HMC,Honda Motor Company Ltd.,Honda Motor Company,Autos,"Honda Motor Co Ltd develops, manufactures and markets motorcycles, automobiles and power products. The company produces motorcycles with engine displacement ranging from the 50cc to the 1800cc class. It produces all-terrain and side-by-side vehicles.",,Takahiro Hachigo,New York Stock Exchange,50027026612.0,Consumer Cyclical,Consumer Cyclical,Auto Manufacturers,Autos,F
HMN,Horace Mann Educators Corporation,Horace Mann Educators,Insurance,"Horace Mann Educators Corp is an insurance holding company. The company markets and underwrites personal lines of property and casualty insurance, retirement products and life insurance in the United States of America.",,Marita Zuraitis,New York Stock Exchange,1726885011.0,Financial Services,Financial Services,Insurance - Diversified,Insurance,F
HMNF,HMN Financial Inc.,HMN Financial,Banks,"HMN Financial Inc is a stock savings bank holding company that owns 100% of Home Federal Savings Bank. It operates retail banking and loan production facilities in Minnesota, Iowa, and Wisconsin.",,Bradley C. Krehbiel,NASDAQ Global Market,97658982.0,Financial Services,Financial Services,Savings & Cooperative Banks,Banks,F
HMOP,Hartford Municipal Opportunities ETF,,,,,,,,,,,,F
HMPT,"Home Point Capital, Inc Common Stock",,,,,,,,,,,,F
